bulk_type,purpose,vessel,collection_date,origin,partner_faculty,site_name_rep_detail,team,gps,mgmt_type,site_id,replicate,sample_id,google_img_id,date_arrival_at_jhu,status,date_sent_for_soil_analysis,date_sent_for_novaseq,date_sent_for_nanopore,date_sent_for_revio,sequencing_facility,As_EPA3051,Cd_EPA3051,Cr_EPA3051,Cu_EPA3051,Ni_EPA3051,Pb_EPA3051,Zn_EPA3051,water_pH,A-E_Buffer_pH,OM_by_LOI_pct,P_Mehlich3,K_Mehlich3,Ca_Mehlich3,Mg_Mehlich3,Mn_Mehlich3,Zn_Mehlich3,Cu_Mehlich3,Fe_Mehlich3,B_Mehlich3,S_Mehlich3,Na_Mehlich3,Al_Mehlich3,Est_CEC,Base_Sat_pct,P_Sat_ratio
Molecular,Project,1mL in 9mL DNA/RNA Shield,6/20/2023,"Germantown, MD",Pilot (Hoffman and team),Goshen Stream Davis Mill,"Ava, Elizabeth ","39.2108606, -77.2053983","Managed: mowed/tended lawns, yard, or park",M13,1,Molecular_M13_1,1LrilZORD3AZeupIKsQrutBO4A2aHv5L_,06/21/2023,sent,Not applicable,06/28/2023,FALSE,FALSE,JHU,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,6/20/2023,"Germantown, MD",Pilot (Hoffman and team),Goshen Stream Glade,"Ava, Elizabeth ","39.2109581, -77.2046218","Unmanaged: wild plants/weeds, forest, or grassland",M14,1,Molecular_M14_1,116VaDyIuBjiaSV8ZX4tfARsnmnSfjaNj,06/21/2023,sent,Not applicable,06/28/2023,FALSE,FALSE,JHU,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,6/20/2023,"Germantown, MD",Pilot (Hoffman and team),Goshen Stream Seneca Trailhead,"Ava, Elizabeth ","39.2019044, -77.2025498","Managed: mowed/tended lawns, yard, or park",M15,1,Molecular_M15_1,1coKQBwchZR4I60PeLKQ2lb5VomMu08Yz,06/21/2023,sent,Not applicable,06/28/2023,FALSE,FALSE,JHU,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,6/20/2023,"Germantown, MD",Pilot (Hoffman and team),Goshen Stream Fern Gully,"Ava, Elizabeth ","39.2023669, -77.2013220","Unmanaged: wild plants/weeds, forest, or grassland",M16,1,Molecular_M16_1,10xhoJuhx3u7wKLo20Zsc1-dmVUlNBxhs,06/21/2023,sent,Not applicable,06/28/2023,FALSE,FALSE,JHU,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,6/20/2023,"Germantown, MD",Pilot (Hoffman and team),Goshen Rec Grass,"Ava, Elizabeth ","39.2238459, -77.2123519","Managed: mowed/tended lawns, yard, or park",M17,1,Molecular_M17_1,15Zxa_xtn7wnGK_4bAicZO99r3NnyJbtR,06/21/2023,sent,Not applicable,06/28/2023,FALSE,FALSE,JHU,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,6/20/2023,"Germantown, MD",Pilot (Hoffman and team),Goshen Rec Arched Tree,"Ava, Elizabeth ","39.2238549, -77.2126031","Unmanaged: wild plants/weeds, forest, or grassland",M18,1,Molecular_M18_1,1JqR-X9Rw6ORPioI2lRd14iZoaFuNyIzB,06/21/2023,sent,Not applicable,06/28/2023,FALSE,FALSE,JHU,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,6/21/2023,"Derwood, MD",Pilot (Hoffman and team),Farm Park Bird Field,"Ava, Elizabeth ","39.1642713, -77.1349229","Managed: mowed/tended lawns, yard, or park",M19,1,Molecular_M19_1,1-UxtRseqxDVwUQyPKGWxW3bqA-OvxS6_,06/21/2023,sent,Not applicable,06/28/2023,FALSE,FALSE,JHU,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,6/21/2023,"Derwood, MD",Pilot (Hoffman and team),Farm Park Stream Side,"Ava, Elizabeth ","39.1627040, -77.1327725","Unmanaged: wild plants/weeds, forest, or grassland",M20,1,Molecular_M20_1,14_lYo5z76LGVbYmxdmKNMOldmlhME2vI,06/21/2023,sent,Not applicable,06/28/2023,FALSE,FALSE,JHU,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,6/21/2023,"Derwood, MD",Pilot (Hoffman and team),Farm Park Farmhouse ,"Ava, Elizabeth ","39.1637646, -77.1305888","Managed: mowed/tended lawns, yard, or park",M21,1,Molecular_M21_1,1FKkWG4N7Q_tz0ZHepfsiXL-jOr51Mfc-,06/21/2023,sent,Not applicable,06/28/2023,FALSE,FALSE,JHU,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,6/21/2023,"Derwood, MD",Pilot (Hoffman and team),Farm Park Spice Bush Thicket,"Ava, Elizabeth ","39.1657660, -77.1289020","Unmanaged: wild plants/weeds, forest, or grassland",M22,1,Molecular_M22_1,1sCrim628NH3vjqMrzWO2UkGHEvzgeSpp,06/21/2023,sent,Not applicable,06/28/2023,FALSE,FALSE,JHU,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,6/21/2023,"Bethesda, MD",Pilot (Hoffman and team),Cabin John Tai Chi Court,"Ava, Elizabeth ","39.0351753, -77.1481955","Managed: mowed/tended lawns, yard, or park",M23,1,Molecular_M23_1,1VsBNm_cnqhIiueyWG_CGaLFIyBTKiYzY,06/21/2023,sent,Not applicable,06/28/2023,FALSE,FALSE,JHU,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,6/21/2023,"Bethesda, MD",Pilot (Hoffman and team),Cabin John Conifers,"Ava, Elizabeth ","39.0341792, -77.1495557","Unmanaged: wild plants/weeds, forest, or grassland",M24,1,Molecular_M24_1,1GAtzlyaS7j64QcbF8Hj9cO585k8b1iXW,06/21/2023,sent,Not applicable,06/28/2023,FALSE,FALSE,JHU,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,8/14/2023,"Seattle, WA",Pilot (Hoffman and team),Fred Hutch Arnold Yard,"Ava Hoffman, Elizabeth Humphries, Natalie Kucher, Jeff Leek, Sidd Pratap, Mike Schatz, Joelle Taganna, Carl Pontino, Randon Serikawa, Jenn Vessio, Stephen Mosher, Fred Tan, Shurjo Sen","47.6275429, -122.3320589","Managed: mowed/tended lawns, yard, or park",S01,1,Molecular_S01_1,1YHYVo6PhG7GrLOU5eMmbTdRI8Vprz2Jk,8/14/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,8/14/2023,"Seattle, WA",Pilot (Hoffman and team),Fred Hutch Pine Lot,"Ava Hoffman, Elizabeth Humphries, Mike Schatz, Carl Pontino, Matheus Fernandes, Joelle Taganna, Randon Serikawa, Stephen Mosher, Natalie Kucher","47.6274891, -122.3302119","Unmanaged: wild plants/weeds, forest, or grassland",S02,1,Molecular_S02_1,1Ztx7jlmLQVTBEKVKkB1p06BdAuynbkHU,8/14/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,11/3/2023,"El Paso, TX",Maria Alvarez,EPCC TX MdP Rep 1,EPCC Rise to the Challenge Bridge Interns,"31.6781066, -106.2660366","Unmanaged: wild plants/weeds, forest, or grassland",E01,1,Molecular_E01_1,1gO_7uVkta-OZ2uPMhdoWEcDGQovhUUrY,11/10/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,11/3/2023,"El Paso, TX",Maria Alvarez,EPCC TX MdP Rep 2,EPCC Rise to the Challenge Bridge Interns,"31.6781066, -106.2660366","Unmanaged: wild plants/weeds, forest, or grassland",E01,2,Molecular_E01_2,1gO_7uVkta-OZ2uPMhdoWEcDGQovhUUrY,11/10/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,1mL in 9mL DNA/RNA Shield,11/30/2023,"Baltimore, MD",Pilot (Hoffman and team),B03-B,"Ava, Elizabeth, Natalie, Stephen","39.3241847, -76.6263905","Unmanaged: wild plants/weeds, forest, or grassland",B03,2,Molecular_B03_2,1mgTAftS5EXaqPN-a7Seg2BKXaX2aZcNd,11/30/2023,sent,Not applicable,FALSE,FALSE,4/17/24,CSHL,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,1mL in 9mL DNA/RNA Shield,11/30/2023,"Baltimore, MD",Pilot (Hoffman and team),B03-C,"Ava, Elizabeth, Natalie, Stephen","39.3241847, -76.6263905","Unmanaged: wild plants/weeds, forest, or grassland",B03,3,Molecular_B03_3,1mgTAftS5EXaqPN-a7Seg2BKXaX2aZcNd,11/30/2023,sent,Not applicable,FALSE,FALSE,4/17/24,CSHL,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,1mL in 9mL DNA/RNA Shield,11/30/2023,"Baltimore, MD",Pilot (Hoffman and team),B11-B,"Ava, Elizabeth, Natalie, Stephen","39.2725685, -76.6515768","Unmanaged: wild plants/weeds, forest, or grassland",B11,2,Molecular_B11_2,1uocCMOo_15LMz62b9d6ZiiTMpuWOQgvX,11/30/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,1mL in 9mL DNA/RNA Shield,11/30/2023,"Baltimore, MD",Pilot (Hoffman and team),B11-C,"Ava, Elizabeth, Natalie, Stephen","39.2725685, -76.6515768","Unmanaged: wild plants/weeds, forest, or grassland",B11,3,Molecular_B11_3,1uocCMOo_15LMz62b9d6ZiiTMpuWOQgvX,11/30/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,1mL in 9mL DNA/RNA Shield,11/30/2023,"Baltimore, MD",Pilot (Hoffman and team),B12-B,"Ava, Elizabeth, Natalie, Stephen","39.2731493, -76.6527808","Unmanaged: wild plants/weeds, forest, or grassland",B12,2,Molecular_B12_2,1R2y8KUXSma4ih77saOlT4lJLK3hsEPxq,11/30/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,1mL in 9mL DNA/RNA Shield,11/30/2023,"Baltimore, MD",Pilot (Hoffman and team),B12-C,"Ava, Elizabeth, Natalie, Stephen","39.2731493, -76.6527808","Unmanaged: wild plants/weeds, forest, or grassland",B12,3,Molecular_B12_3,1R2y8KUXSma4ih77saOlT4lJLK3hsEPxq,11/30/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,1mL in 9mL DNA/RNA Shield,11/30/2023,"Baltimore, MD",Pilot (Hoffman and team),B13-B,"Ava, Elizabeth, Natalie, Stephen","39.271642, -76.6482257","Managed: mowed/tended lawns, yard, or park",B13,2,Molecular_B13_2,1RSp-9SLtIF71288f_1NtL7WvnumPfSSb,11/30/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,1mL in 9mL DNA/RNA Shield,11/30/2023,"Baltimore, MD",Pilot (Hoffman and team),B13-C,"Ava, Elizabeth, Natalie, Stephen","39.271642, -76.6482257","Managed: mowed/tended lawns, yard, or park",B13,3,Molecular_B13_3,1RSp-9SLtIF71288f_1NtL7WvnumPfSSb,11/30/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,1mL in 9mL DNA/RNA Shield,11/30/2023,"Baltimore, MD",Pilot (Hoffman and team),B21-B,"Ava, Elizabeth, Natalie, Stephen","39.3027325, -76.6957974","Managed: mowed/tended lawns, yard, or park",B21,2,Molecular_B21_2,12KYeJZU_nQWCgHpyUgOeaVpVLhVzy5vf,11/30/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,1mL in 9mL DNA/RNA Shield,11/30/2023,"Baltimore, MD",Pilot (Hoffman and team),B21-C,"Ava, Elizabeth, Natalie, Stephen","39.3027325, -76.6957974","Managed: mowed/tended lawns, yard, or park",B21,3,Molecular_B21_3,12KYeJZU_nQWCgHpyUgOeaVpVLhVzy5vf,11/30/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,1mL in 9mL DNA/RNA Shield,11/30/2023,"Baltimore, MD",Pilot (Hoffman and team),B22-B,"Ava, Elizabeth, Natalie, Stephen","39.3017521, -76.6965910","Unmanaged: wild plants/weeds, forest, or grassland",B22,2,Molecular_B22_2,1f4NGYrVxaG4iSyiCvcOHR3uFln0LG6fN,11/30/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,1mL in 9mL DNA/RNA Shield,11/30/2023,"Baltimore, MD",Pilot (Hoffman and team),B22-C,"Ava, Elizabeth, Natalie, Stephen","39.3017521, -76.6965910","Unmanaged: wild plants/weeds, forest, or grassland",B22,3,Molecular_B22_3,1f4NGYrVxaG4iSyiCvcOHR3uFln0LG6fN,11/30/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,12/2/2023,"Alexandria, VA",Andrew Lee,NOVA  Alexandria 1,"Rachel Marie Ametin, Joceph Duncan, Noha Elnawam, Sarah-Leila Kaci","38.839806, -77.115306","Unmanaged: wild plants/weeds, forest, or grassland",A01,1,Molecular_A01_1,1PHNCtP3JGvidkDd5bK1R91F895N_G6nM,12/6/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,12/2/2023,"Alexandria, VA",Andrew Lee,NOVA  Alexandria 2,"Rachel Marie Ametin, Joceph Duncan, Noha Elnawam, Sarah-Leila Kaci","38.839806, -77.115306","Unmanaged: wild plants/weeds, forest, or grassland",A01,2,Molecular_A01_2,1PHNCtP3JGvidkDd5bK1R91F895N_G6nM,12/6/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,12/2/2023,"Alexandria, VA",Andrew Lee,NOVA  Alexandria 3,"Rachel Marie Ametin, Joceph Duncan, Noha Elnawam, Sarah-Leila Kaci","38.839806, -77.115306","Unmanaged: wild plants/weeds, forest, or grassland",A01,3,Molecular_A01_3,1PHNCtP3JGvidkDd5bK1R91F895N_G6nM,12/6/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,12/2/2023,"Alexandria, VA",Andrew Lee,NOVA  Alexandria 4,"Rachel Marie Ametin, Joceph Duncan, Noha Elnawam, Sarah-Leila Kaci","38.839806, -77.115306","Unmanaged: wild plants/weeds, forest, or grassland",A01,4,Molecular_A01_4,1PHNCtP3JGvidkDd5bK1R91F895N_G6nM,12/6/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,12/2/2023,"Alexandria, VA",Andrew Lee,NOVA  Alexandria 5,"Rachel Marie Ametin, Joceph Duncan, Noha Elnawam, Sarah-Leila Kaci","38.839806, -77.115306","Unmanaged: wild plants/weeds, forest, or grassland",A01,5,Molecular_A01_5,1PHNCtP3JGvidkDd5bK1R91F895N_G6nM,12/6/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,12/2/2023,"Alexandria, VA",Andrew Lee,NOVA  Alexandria 6,"Rachel Marie Ametin, Joceph Duncan, Noha Elnawam, Sarah-Leila Kaci","38.839806, -77.115306","Unmanaged: wild plants/weeds, forest, or grassland",A01,6,Molecular_A01_6,1PHNCtP3JGvidkDd5bK1R91F895N_G6nM,12/6/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,12/2/2023,"Alexandria, VA",Andrew Lee,NOVA  Alexandria 7,"Rachel Marie Ametin, Joceph Duncan, Noha Elnawam, Sarah-Leila Kaci","38.839806, -77.115306","Unmanaged: wild plants/weeds, forest, or grassland",A01,7,Molecular_A01_7,1PHNCtP3JGvidkDd5bK1R91F895N_G6nM,12/6/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,12/2/2023,"Alexandria, VA",Andrew Lee,NOVA  Alexandria 8,"Rachel Marie Ametin, Joceph Duncan, Noha Elnawam, Sarah-Leila Kaci","38.839806, -77.115306","Unmanaged: wild plants/weeds, forest, or grassland",A01,8,Molecular_A01_8,1PHNCtP3JGvidkDd5bK1R91F895N_G6nM,12/6/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,12/2/2023,"Alexandria, VA",Andrew Lee,NOVA  Alexandria 9,"Rachel Marie Ametin, Joceph Duncan, Noha Elnawam, Sarah-Leila Kaci","38.839806, -77.115306","Unmanaged: wild plants/weeds, forest, or grassland",A01,9,Molecular_A01_9,1PHNCtP3JGvidkDd5bK1R91F895N_G6nM,12/6/2023,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
