bulk_type,purpose,vessel,collection_date,origin,partner_faculty,site_name_rep_detail,team,gps,mgmt_type,site_id,replicate,sample_id,google_img_id,date_arrival_at_jhu,status,date_sent_for_soil_analysis,date_sent_for_novaseq,date_sent_for_nanopore,date_sent_for_revio,sequencing_facility,As_EPA3051,Cd_EPA3051,Cr_EPA3051,Cu_EPA3051,Ni_EPA3051,Pb_EPA3051,Zn_EPA3051,water_pH,A-E_Buffer_pH,OM_by_LOI_pct,P_Mehlich3,K_Mehlich3,Ca_Mehlich3,Mg_Mehlich3,Mn_Mehlich3,Zn_Mehlich3,Cu_Mehlich3,Fe_Mehlich3,B_Mehlich3,S_Mehlich3,Na_Mehlich3,Al_Mehlich3,Est_CEC,Base_Sat_pct,P_Sat_ratio
Soil,Project,plastic bag,6/21/2023,"Derwood, MD",Pilot (Hoffman and team),Farm Park Farmhouse ,"Ava, Elizabeth ","39.1637646, -77.1305888","Managed: mowed/tended lawns, yard, or park",M21,1,Soil_M21_1,1FKkWG4N7Q_tz0ZHepfsiXL-jOr51Mfc-,06/21/2023,sent,6/30/2023,Not applicable,Not applicable,Not applicable,Not applicable,3.49,0.27,26.42,30.52,17.31,30.42,77.64,5.3,7.59,5.6,27.92,183.39,756.42,109.82,50.87,5.56,2.32,106.93,0.26,13.26,3.71,625.83,8.4,61.2,13.1
Soil,Project,plastic bag,6/21/2023,"Derwood, MD",Pilot (Hoffman and team),Farm Park Spice Bush Thicket,"Ava, Elizabeth ","39.1657660, -77.1289020","Unmanaged: wild plants/weeds, forest, or grassland",M22,1,Soil_M22_1,1sCrim628NH3vjqMrzWO2UkGHEvzgeSpp,06/21/2023,sent,6/30/2023,Not applicable,Not applicable,Not applicable,Not applicable,5.83,0.37,24.95,28.96,17,34.19,70.43,5.3,7.64,5.2,20.68,180.73,840.06,141.15,50.44,4.53,2.84,103.21,0.39,8.73,3.13,654.19,8.7,67,10.6
Soil,Project,plastic bag,6/21/2023,"Bethesda, MD",Pilot (Hoffman and team),Cabin John Tai Chi Court,"Ava, Elizabeth ","39.0351753, -77.1481955","Managed: mowed/tended lawns, yard, or park",M23,1,Soil_M23_1,1VsBNm_cnqhIiueyWG_CGaLFIyBTKiYzY,06/21/2023,sent,6/30/2023,Not applicable,Not applicable,Not applicable,Not applicable,3.36,0.44,51.46,18.95,24.71,54.98,70.75,6,7.79,5.1,8.14,171.86,1391.94,224.92,132.97,6.25,2.75,147.41,1.3,7.53,4.38,465.19,11,84.7,7.7
Soil,Project,plastic bag,6/21/2023,"Bethesda, MD",Pilot (Hoffman and team),Cabin John Conifers,"Ava, Elizabeth ","39.0341792, -77.1495557","Unmanaged: wild plants/weeds, forest, or grassland",M24,1,Soil_M24_1,1GAtzlyaS7j64QcbF8Hj9cO585k8b1iXW,06/21/2023,sent,6/30/2023,Not applicable,Not applicable,Not applicable,Not applicable,3.56,0.31,83.52,14.97,28.42,28.63,66.14,6,7.73,4.8,5.51,184.3,917.74,274.97,148.81,2.7,1.23,115.71,0.6,6.26,3.29,520.97,9.5,77.3,6.5
Soil,Project,plastic bag,8/14/2023,"Seattle, WA",Pilot (Hoffman and team),Fred Hutch Arnold Yard,"Ava Hoffman, Elizabeth Humphries, Natalie Kucher, Jeff Leek, Sidd Pratap, Mike Schatz, Joelle Taganna, Carl Pontino, Randon Serikawa, Jenn Vessio, Stephen Mosher, Fred Tan, Shurjo Sen","47.6275429, -122.3320588","Managed: mowed/tended lawns, yard, or park",S01,1,Soil_S01_1,1YHYVo6PhG7GrLOU5eMmbTdRI8Vprz2Jk,8/14/2023,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,8/14/2023,"Seattle, WA",Pilot (Hoffman and team),Fred Hutch Arnold Yard,"Ava Hoffman, Elizabeth Humphries, Natalie Kucher, Jeff Leek, Sidd Pratap, Mike Schatz, Joelle Taganna, Carl Pontino, Randon Serikawa, Jenn Vessio, Stephen Mosher, Fred Tan, Shurjo Sen","47.6275429, -122.3320589","Managed: mowed/tended lawns, yard, or park",S01,2,Soil_S01_2,1YHYVo6PhG7GrLOU5eMmbTdRI8Vprz2Jk,8/14/2023,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,8/14/2023,"Seattle, WA",Pilot (Hoffman and team),Fred Hutch Pine Lot,"Ava Hoffman, Elizabeth Humphries, Mike Schatz, Carl Pontino, Matheus Fernandes, Joelle Taganna, Randon Serikawa, Stephen Mosher, Natalie Kucher","47.6274891, -122.3302119","Unmanaged: wild plants/weeds, forest, or grassland",S02,1,Soil_S02_1,1Ztx7jlmLQVTBEKVKkB1p06BdAuynbkHU,8/14/2023,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,8/14/2023,"Seattle, WA",Pilot (Hoffman and team),Fred Hutch Pine Lot,"Ava Hoffman, Elizabeth Humphries, Mike Schatz, Carl Pontino, Matheus Fernandes, Joelle Taganna, Randon Serikawa, Stephen Mosher, Natalie Kucher","47.6274891, -122.3302120","Unmanaged: wild plants/weeds, forest, or grassland",S02,2,Soil_S02_2,1Ztx7jlmLQVTBEKVKkB1p06BdAuynbkHU,8/14/2023,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,11/3/2023,"El Paso, TX",Maria Alvarez,EPCC TX MdP Rep 1,EPCC Rise to the Challenge Bridge Interns,"31.6781066, -106.2660366","Unmanaged: wild plants/weeds, forest, or grassland",E01,1,Soil_E01_1,1gO_7uVkta-OZ2uPMhdoWEcDGQovhUUrY,11/10/2023,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,11/3/2023,"El Paso, TX",Maria Alvarez,EPCC TX MdP Rep 2,EPCC Rise to the Challenge Bridge Interns,"31.6781066, -106.2660366","Unmanaged: wild plants/weeds, forest, or grassland",E01,2,Soil_E01_2,1gO_7uVkta-OZ2uPMhdoWEcDGQovhUUrY,11/10/2023,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,12/2/2023,"Alexandria, VA",Andrew Lee,NOVA  Alexandria 1,"Rachel Marie Ametin, Joceph Duncan, Noha Elnawam, Sarah-Leila Kaci","38.839806, -77.115306","Unmanaged: wild plants/weeds, forest, or grassland",A01,1,Soil_A01_1,1PHNCtP3JGvidkDd5bK1R91F895N_G6nM,12/6/2023,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,12/2/2023,"Alexandria, VA",Andrew Lee,NOVA  Alexandria 2,"Rachel Marie Ametin, Joceph Duncan, Noha Elnawam, Sarah-Leila Kaci","38.839806, -77.115306","Unmanaged: wild plants/weeds, forest, or grassland",A01,2,Soil_A01_2,1PHNCtP3JGvidkDd5bK1R91F895N_G6nM,12/6/2023,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,11/7/2023,"Fresno, CA",Malachi Whitford,CCCSE rep 1,Clovis Community College Fall 2023 Environmental Science Class,"36.883255, -119.731121","Unmanaged: wild plants/weeds, forest, or grassland",F01,1,Soil_F01_1,1W3JeOcFwXb5_JkLmrDMszJLxHZi-w9rC,12/21/2023,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,11/7/2023,"Fresno, CA",Malachi Whitford,CCCSE rep 2,Clovis Community College Fall 2023 Environmental Science Class,"36.883255, -119.731121","Unmanaged: wild plants/weeds, forest, or grassland",F01,2,Soil_F01_2,1W3JeOcFwXb5_JkLmrDMszJLxHZi-w9rC,12/21/2023,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,12/10/2023,"Fresno, CA",Malachi Whitford,Organic Vineyard rep 1,Grace Freymiller,"36.52463644789908, -119.84277618509098","Managed: mowed/tended lawns, yard, or park",F02,1,Soil_F02_1,1F9m6sw9WRhgYHwDHM_QH9V8ND_LfErrd,12/21/2023,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,12/10/2023,"Fresno, CA",Malachi Whitford,Organic Vineyard rep 2,Grace Freymiller,"36.52463644789908, -119.84277618509098","Managed: mowed/tended lawns, yard, or park",F02,2,Soil_F02_2,1F9m6sw9WRhgYHwDHM_QH9V8ND_LfErrd,12/21/2023,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,12/10/2023,"Fresno, CA",Malachi Whitford,"Fallow Field Caruthers, CA rep 1",Grace Freymiller,"36.52245507825071, -119.84432651684219","Unmanaged: wild plants/weeds, forest, or grassland",F03,1,Soil_F03_1,10tdlnkK2tS7KJaLwKID-Vx2V9zSdjLhh,12/21/2023,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,12/10/2023,"Fresno, CA",Malachi Whitford,"Fallow Field Caruthers, CA rep 2",Grace Freymiller,"36.52245507825071, -119.84432651684219","Unmanaged: wild plants/weeds, forest, or grassland",F03,2,Soil_F03_2,10tdlnkK2tS7KJaLwKID-Vx2V9zSdjLhh,12/21/2023,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,12/10/2023,"Fresno, CA",Malachi Whitford,"Rural Home Lawn Caruthers, CA rep 1",Grace Freymiller,"36.52336448885364, -119.84505582626596","Managed: mowed/tended lawns, yard, or park",F04,1,Soil_F04_1,1iHYjXrbV7sZngUkApJZ7z_SlKhKM8G_Q,12/21/2023,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,12/10/2023,"Fresno, CA",Malachi Whitford,"Rural Home Lawn Caruthers, CA rep 2",Grace Freymiller,"36.52336448885364, -119.84505582626596","Managed: mowed/tended lawns, yard, or park",F04,2,Soil_F04_2,1iHYjXrbV7sZngUkApJZ7z_SlKhKM8G_Q,12/21/2023,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,12/10/2023,"Fresno, CA",Malachi Whitford,Vineyard Pesticide Buffer rep 1,Grace Freymiller,"36.52537896390843, -119.84267048162928","Managed: mowed/tended lawns, yard, or park",F05,1,Soil_F05_1,1k5iONZak16NdGy9EyF7TK3hF77z7GnGB,12/21/2023,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,12/10/2023,"Fresno, CA",Malachi Whitford,Vineyard Pesticide Buffer rep 2,Grace Freymiller,"36.52537896390843, -119.84267048162928","Managed: mowed/tended lawns, yard, or park",F05,2,Soil_F05_2,1k5iONZak16NdGy9EyF7TK3hF77z7GnGB,12/21/2023,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,12/15/2023,"Nashville, TN",Sidd Pratap,MMC West Basic A,"Claude Albritton, Destiny Ball, Sydney Jamison, Lincoln Liburd II, Arjun Pratap","36.16786, -86.80898","Managed: mowed/tended lawns, yard, or park",N01,1,Soil_N01_1,1I-DDg5Nnaw3-_cZZFnR7jYxovhgUiTRt,01/08/2024,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,12/15/2023,"Nashville, TN",Sidd Pratap,MMC West Basic B,"Claude Albritton, Destiny Ball, Sydney Jamison, Lincoln Liburd II, Arjun Pratap","36.16786, -86.80898","Managed: mowed/tended lawns, yard, or park",N01,2,Soil_N01_2,1I-DDg5Nnaw3-_cZZFnR7jYxovhgUiTRt,01/08/2024,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,12/15/2023,"Nashville, TN",Sidd Pratap,MMC Hospital A,"Claude Albritton, Destiny Ball, Sydney Jamison, Lincoln Liburd II, Arjun Pratap","36.16786, -86.80898","Managed: mowed/tended lawns, yard, or park",N02,1,Soil_N02_1,1oCoVrk-_ha_6jFFqBgkB7211flMyQmbb,01/08/2024,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,12/15/2023,"Nashville, TN",Sidd Pratap,MMC Hospital B,"Claude Albritton, Destiny Ball, Sydney Jamison, Lincoln Liburd II, Arjun Pratap","36.16786, -86.80898","Managed: mowed/tended lawns, yard, or park",N02,2,Soil_N02_2,1oCoVrk-_ha_6jFFqBgkB7211flMyQmbb,01/08/2024,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,12/15/2023,"Nashville, TN",Sidd Pratap,MMC Amphitheater A,"Claude Albritton, Destiny Ball, Sydney Jamison, Lincoln Liburd II, Arjun Pratap","36.16670, -86.80893","Managed: mowed/tended lawns, yard, or park",N03,1,Soil_N03_1,1Wxnof4s1vxoFVUrhq54QjrLe0I6tphea,01/08/2024,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,12/15/2023,"Nashville, TN",Sidd Pratap,MMC Amphitheater B,"Claude Albritton, Destiny Ball, Sydney Jamison, Lincoln Liburd II, Arjun Pratap","36.16670, -86.80893","Managed: mowed/tended lawns, yard, or park",N03,2,Soil_N03_2,1Wxnof4s1vxoFVUrhq54QjrLe0I6tphea,01/08/2024,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,12/15/2023,"Nashville, TN",Sidd Pratap,MMC Brown Hall A,"Claude Albritton, Destiny Ball, Sydney Jamison, Lincoln Liburd II, Arjun Pratap","36.16632, -86.80583","Managed: mowed/tended lawns, yard, or park",N04,1,Soil_N04_1,1Ncwb7dVAq9zgczF2ZFGEZ-cW5_adSg19,01/08/2024,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,12/15/2023,"Nashville, TN",Sidd Pratap,MMC Brown Hall B,"Claude Albritton, Destiny Ball, Sydney Jamison, Lincoln Liburd II, Arjun Pratap","36.16632, -86.80583","Managed: mowed/tended lawns, yard, or park",N04,2,Soil_N04_2,1Ncwb7dVAq9zgczF2ZFGEZ-cW5_adSg19,01/08/2024,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,12/15/2023,"Nashville, TN",Sidd Pratap,MMC LRC A,"Claude Albritton, Destiny Ball, Sydney Jamison, Lincoln Liburd II, Arjun Pratap","36.16592, -86.80754","Managed: mowed/tended lawns, yard, or park",N05,1,Soil_N05_1,1Q69Vh1tegN2scFxmWI1SlfTn4xFlAkpV,01/08/2024,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,12/15/2023,"Nashville, TN",Sidd Pratap,MMC LRC B,"Claude Albritton, Destiny Ball, Sydney Jamison, Lincoln Liburd II, Arjun Pratap","36.16592, -86.80754","Managed: mowed/tended lawns, yard, or park",N05,2,Soil_N05_2,1Q69Vh1tegN2scFxmWI1SlfTn4xFlAkpV,01/08/2024,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,1/2/2024,"Petersburg, VA",Xianfa Xie,VSU Site 1 rep 1,"Xianfa Xie, Michael Marone","37.231667, -77.419","Unmanaged: wild plants/weeds, forest, or grassland",P01,1,Soil_P01_1,Not yet provided,01/08/2024,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
Soil,Project,plastic bag,1/2/2024,"Petersburg, VA",Xianfa Xie,VSU Site 1 rep 2,"Xianfa Xie, Michael Marone","37.231667, -77.419","Unmanaged: wild plants/weeds, forest, or grassland",P01,2,Soil_P01_2,Not yet provided,01/08/2024,sent,9/13/2024,Not applicable,Not applicable,Not applicable,Not applicable,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested,Not yet tested
